question_number,year,exam,subject,topic,subtopic,question_text,option_1,option_2,option_3,option_4,answer,subject_clean,topic_clean,topics,label_source,concept,ask_type,secondary_subjects,source,answer_note,ocr_page,option_5,option_6,option_7,option_8,shift,year_hint
4,2016,AIPGMEE,Medicine,Rheumatology,Axial spondyloarthropathy,Axial involvement (sacroiliac and spine) similar to ankylosing spondylitis,,,,,,Medicine,Rheumatology,"['Rheumatology', 'Spondyloarthropathy']",llm,Axial involvement similar to AS,diagnosis,[],nishant-aipgmee,,,,,,,,
1465,2016,AIPGMEE,Orthopedics,Congenital Anomalies,Sprengel deformity,Which of the following is/are feature/s of sprengels deformity?,Elevated shoulder on affected side,Smaller than usual scapula,Short neck,All the above,4,Orthopedics,Congenital Anomalies,"['Congenital Anomalies', 'Shoulder']",llm,Sprengel deformity clinical features,diagnosis,['Pediatrics'],nishant-aipgmee,,,,,,,,
1467,2016,AIPGMEE,Medicine,Rheumatology,ankylosing spondylitis features,All are true about Marie - strumpell disease except :,Most commonly involves the sacro - iliac joints,Enhesitis is common,More common in males,Roentgenogram is the most sensitive investigation,4,Medicine,Rheumatology,"['Rheumatology', 'Ankylosing spondylitis', 'Joints & Arthritis']",llm,ankylosing spondylitis clinical features,other,[],nishant-aipgmee,,,,,,,,
1468,2016,AIPGMEE,Orthopedics,Fractures,pathological fracture hand lesion,Most commonly lesion associated with pathological fracture in hand is -,Enchondroma,Metastases,Osteoid osteoma,Osteochondroma,1,Orthopedics,Fractures,"['Fractures', 'Fractures', 'Enchondroma']",llm,most common lesion causing hand fracture,diagnosis,[],nishant-aipgmee,,,,,,,,
1469,2016,AIPGMEE,Orthopedics,Neoplasia,primary bone tumour hand,Most common primary bone tumour of hand is:,Osteoma,Osteochondroma,Enchondroma,None of the above,3,Orthopedics,Neoplasia,"['Neoplasia', 'Enchondroma']",llm,most common primary bone tumour hand,diagnosis,[],nishant-aipgmee,,,,,,,,
1470,2016,AIPGMEE,Orthopedics,Neoplasia,Osteosarcoma,Most common malignant bone tumor-,Osteogenic sarcoma,Secondaries,Osteoma,Enchondroma,2,Orthopedics,Neoplasia,"['Neoplasia', 'Neoplasia']",llm,Most common malignant bone tumor,diagnosis,['Pathology'],nishant-aipgmee,,,,,,,,
1471,2016,AIPGMEE,Orthopedics,Neoplasia,Osteosarcoma,Age group affected by osteosarcoma -,Upto 10 years,10 - 20 years,30 - 40 years,Older than 45 years,2,Orthopedics,Neoplasia,"['Neoplasia', 'Neoplasia']",llm,Osteosarcoma age group,epidemiology,['Pathology'],nishant-aipgmee,,,,,,,,
1472,2016,AIPGMEE,Orthopedics,Neoplasia,Intramedullary osteosarcoma,Which is intramendullary tumor among carcinoma of bone -,Classical Osteosarcoma,Parosteal osteosarcoma,Periosteal osteosarcoma,None of the above,1,Orthopedics,Neoplasia,"['Neoplasia', 'Neoplasia']",llm,Intramedullary bone tumor,diagnosis,['Pathology'],nishant-aipgmee,,,,,,,,
1473,2016,AIPGMEE,Orthopedics,Neoplasia,Distal femur metaphyseal mass,33 yr old female presents with a slow growing bony mass along the distal femur cortex in the metaphyseal region with an appreciable gap between the cortex and tumor without any cortical invasion. What is the usual treatment for the same?,Local resection,Amputaion,Chemotherapy,Radiotherapy,1,Orthopedics,Neoplasia,"['Neoplasia', 'Fractures', 'Interventional Radiology']",llm,Benign bone tumor treatment,management,['Radiology'],nishant-aipgmee,,,,,,,,
1474,2016,AIPGMEE,Orthopedics,Tuberculous Arthritis,First radiological sign,First radiological sign for active tubercular arthritis is -,Localized osteoporosis,Sclerosis,Joint space reduction,Osteophytes,1,Orthopedics,Tuberculous Arthritis,"['Tuberculous Arthritis', 'Fractures', 'Interventional Radiology']",llm,TB arthritis osteopenia,investigation,['Radiology'],nishant-aipgmee,,,,,,,,
1475,2016,AIPGMEE,Orthopedics,Pott'S Paraplegia,Management statements,Which of the following is not true about the management of potts paraplegia?,Chemotherapy is the mainstay of conservative management,Paraplegia not improving with conservative treatment even after,Decompression via anterolateral approach is most preferred,Posterior fusion and instrumentation can be used to correct the,3,Orthopedics,Pott'S Paraplegia,"[""Pott's Paraplegia"", 'Fractures']",llm,Pott's paraplegia treatment,management,['Radiology'],nishant-aipgmee,,,,,,,,
1,2016,AIPGMEE,Surgery,Surgical Indications,Main indications for surgery,Following are the main indications for surgery.,,,,,,Surgery,Surgical Indications,"['Surgical Indications', 'General Surgery']",llm,Main indications for surgery,management,[],nishant-aipgmee,,,,,,,,
2,2016,AIPGMEE,Orthopedics,Spine,Failed conservative treatment,Failed conservative treatment :- Paraplegia does not show improvement by conservative treatment even after 3-6 months.,,,,,,Orthopedics,Spine,"['Spine', 'Fractures']",llm,Paraplegia failed conservative treatment,management,[],nishant-aipgmee,,,,,,,,
3,2016,AIPGMEE,Orthopedics,Spine,,Patient develops paraplegia while on conservative treatment.,,,,,,Orthopedics,Spine,['Spine'],keywords,,,[],nishant-aipgmee,,,,,,,,
4,2016,AIPGMEE,Orthopedics,Spinal Tuberculosis,paraplegia worsening,Paraplegia getting worse despite adequate conservative treatment.,,,,,,Orthopedics,Spinal Tuberculosis,"['Spinal Tuberculosis', 'Spine', 'Tuberculosis']",llm,Pott's paraplegia management,management,[],nishant-aipgmee,,,,,,,,
7,2016,AIPGMEE,Orthopedics,Spinal Tuberculosis,anterior decompression,"Recurrence of paraplegia after improvement initialy. Operative procedure for Pott's paraplegia There are various procedures, the most commonly used procedure is anterior decompression by surgical debridement (removal dead, necrotic & caseous material) followed by autogenous strut grafting. The logic is well understood; the compression is from anterior side most of the time because tuberculosis occurs in vertebral body which lies anterior to the spinal cord. So, anterior decompression is the best procedure. Anterior decompression can be caused by :",,,,,,Orthopedics,Spinal Tuberculosis,"['Spinal Tuberculosis', 'Spine', 'Tuberculosis']",llm,Pott's paraplegia surgery,management,[],nishant-aipgmee,,,,,,,,
1,2016,AIPGMEE,Orthopedics,Spinal Tuberculosis,anterior approach,Anterior approach : - Called anterior decompression. It is the most preferred procedure.,,,,,,Orthopedics,Spinal Tuberculosis,"['Spinal Tuberculosis', 'Spine', 'Tuberculosis']",llm,Anterior decompression for Pott's,management,[],nishant-aipgmee,,,,,,,,
2,2016,AIPGMEE,Orthopedics,Spine,Anterolateral decompression,Anterolateral approach : - Called anterolateral decompression. Other surgical procedures (other than anterior decompression) are :,,,,,,Orthopedics,Spine,"['Spine', 'Spine', 'Surgical approaches']",llm,Anterolateral approach decompression,management,[],nishant-aipgmee,,,,,,,,
2,2016,AIPGMEE,Orthopedics,Spinal Deformity,Posterior fusion,Posterior fusion and instrumentation to correct kyphotic deformity.,,,,,,Orthopedics,Spinal Deformity,"['Spinal deformity', 'Spine', 'Kyphosis']",llm,Posterior fusion kyphosis correction,management,[],nishant-aipgmee,,,,,,,,
1476,2016,AIPGMEE,Orthopedics,Spinal Tuberculosis,Common vertebral segment,Tuberculosis of spine most commonly affects which vertebral segment?,Upper dorsal,Lower dorsal,Lumbar,Cervical,2,Orthopedics,Spinal Tuberculosis,"['Spinal tuberculosis', 'Spine', 'Tuberculosis']",llm,Spinal TB commonest level,epidemiology,['Microbiology'],nishant-aipgmee,,,,,,,,
1477,2016,AIPGMEE,Orthopedics,Joints & Arthritis,Pigmented villonodular synovitis,A 20 year old male presents with history of gradual onset pain and swelling in left knee since 6 months. Now since last 1 month patient has started limping while walking and also has flexion deformity of knee. Ultrasonography shows presence of synovial thickening. What is the most probable diagnosis?,Tuberculosis of knee,Pigmented villonodular synovitis,Synovial sarcoma,Hemarthrosis,1,Orthopedics,Joints & Arthritis,"['Joints & Arthritis', 'Fractures', 'Systemic Pathology']",llm,PVNS knee diagnosis,diagnosis,['Pathology'],nishant-aipgmee,,,,,,,,
1,2016,AIPGMEE,Pathology,Cell Injury & Death,Joint swelling,"Swelling : The joint is swollen, which may be due to synovial hypertrophy or effusion.",,,,,,Pathology,Cell Injury & Death,"['Cell Injury & Death', 'Systemic Pathology']",llm,synovial hypertrophy effusion,mechanism,[],nishant-aipgmee,,,,,,,,
1478,2016,AIPGMEE,Radiology,Osteomyelitis,sequestrum,X-ray appearance of sequestrum is -,Unnatural radiodense fragments,Osteopenic fragment,Fragment with honeycomb loculated appearance,Radiolucent area with speckled calcification,1,Radiology,Osteomyelitis,"['Osteomyelitis', 'Interventional Radiology', 'Fractures']",llm,sequestrum X-ray appearance,image_identification,['Orthopedics'],nishant-aipgmee,,,,,,,,
1479,2016,AIPGMEE,Orthopedics,Fractures,cubitus valgus,Cubitus valgus develops as complication of -,Jupitor fracture,Smiths fracture,Malgaigne fracture,Staddle fracture,1,Orthopedics,Fractures,"['Fractures', 'Upper Limb']",llm,cubitus valgus complication,mechanism,[],nishant-aipgmee,,,,,,,,
1480,2016,AIPGMEE,Orthopedics,Fractures,,Most common site for the osteoporotic vertebral fracture is ?,Dorsolumbar spine,Cervical spine,Lumbosacral spine,Dorsal spine,1,Orthopedics,Fractures,"['Fractures', 'Spine']",keywords,Osteoporotic vertebral fracture site,epidemiology,[],nishant-aipgmee,,,,,,,,
1481,2016,AIPGMEE,Anatomy,Upper Limb,,"A patient presents with wrist trauma. On investigations patient is diagnosed to have a sprained wrist, without any evidence of fracture. There is tenderness in anatomical snuffbox. Which ligament is commonly involved -",Scapholunate ligament,Radial collateral ligament,Lunotriquetral ligament,Ulnar collateral ligament,1,Anatomy,Upper Limb,"['Upper Limb', 'Fractures']",keywords,,,[],nishant-aipgmee,,,,,,,,
1482,2016,AIPGMEE,Orthopedics,Trauma,,Trendelenburg test is positive due to injury to which of the following nerve?,Obturator,Sciatic,Superior Gluteal,Inferior Gluteal,3,Orthopedics,Trauma,['Trauma'],keywords,,,[],nishant-aipgmee,,,,,,,,
1483,2016,AIPGMEE,Medicine,Rheumatology,,False about osteoarthritis is ?,Involves synovial joints,Progressive softening of the articular cartilage,It is an inflammatory arthritis,Marginal osteophytes are produced,3,Medicine,Rheumatology,"['Rheumatology', 'Joints & Arthritis']",keywords,,,[],nishant-aipgmee,,,,,,,,
1484,2016,AIPGMEE,Radiology,X-ray,,Shentons line is seen in X ray of -,Antero-posterior pelvis with both hips,Antero-posterior shoulder,Lateral cervical spine,Lateral lumbosacral spine,1,Radiology,X-ray,['X-ray'],keywords,,,[],nishant-aipgmee,,,,,,,,
1485,2016,AIPGMEE,Orthopedics,Osteogenesis Imperfecta,False statements,False about osteogenesis imperfecta is -,Defective collagen formation,Associated with cataract formation,Autosomal dominant,Known as Brittle bone disease,2,Orthopedics,Osteogenesis Imperfecta,"['Osteogenesis imperfecta', 'Fractures']",llm,Osteogenesis imperfecta facts,other,[],nishant-aipgmee,,,,,,,,
1486,2016,AIPGMEE,Anatomy,Spine,Most mobile segment,Most mobile segment of vertebral column is -,Cervical,Thoracic,Lumbar,Sacral,1,Anatomy,Spine,"['Spine', 'Neuroanatomy']",llm,Spine most mobile segment,anatomy_structure,[],nishant-aipgmee,,,,,,,,
1488,2016,AIPGMEE,Orthopedics,Myositis Ossificans,Acute treatment,Treatment of choice in Acute myositis ossificans is:,Immobilization of elbow,Short wave diathermy,Passive movements of arm,Active exercises,1,Orthopedics,Myositis Ossificans,"['Myositis ossificans', 'Fractures']",llm,Acute myositis ossificans treatment,management,[],nishant-aipgmee,,,,,,,,
1489,2016,AIPGMEE,Orthopedics,Fractures,hypertrophic nonunion,What is the treatment for patient with hypertrophic nonunion with deformity at fracture site?,No treatment required,Fixation only,Bone grafting only,Fixation with bone grafting,2,Orthopedics,Fractures,['Fractures'],llm,hypertrophic nonunion treatment,management,[],nishant-aipgmee,,,,,,,,
1490,2016,AIPGMEE,Anatomy,Lower Limb,proximal tibial epiphysis fusion,Proximal tibial epiphysis fuses at -,12 - 14 years,14 - 16 years,16 - 18 years,18 - 20 years,3,Anatomy,Lower Limb,['Lower Limb'],llm,proximal tibial epiphysis fusion age,anatomy_structure,[],nishant-aipgmee,,,,,,,,
1491,2016,AIPGMEE,Orthopedics,Fractures,intercondylar humerus fracture,Management of displaced non comminuted intercondylar humerus fracture is -,Open reduction internal fixation,Above elbow plaster slab application,Olecranon pin traction,External fixation,1,Orthopedics,Fractures,['Fractures'],llm,displaced intercondylar humerus fracture management,management,[],nishant-aipgmee,,,,,,,,
1492,2016,AIPGMEE,OBG,Amenorrhea,primary amenorrhea,MC cause of Primary Amenorrhea is ?,Constitutional/idiopathic,RMKH syndrome,Ovarian dysgenesis,None of the above,3,OBG,Amenorrhea,"['Amenorrhea', 'Menstrual Disorders', 'Gynecologic Oncology']",llm,most common cause primary amenorrhea,diagnosis,[],nishant-aipgmee,,,,,,,,
1493,2016,AIPGMEE,OBG,Infertility,tubal factor infertility,An infertile woman has bilateral tubal block at cornua diagnosed on hysterosalpingography. Next treatment of choice is ?,IVF,Laparoscopy and hysteroscopy,Tuboplasty,Hydrotubation,2,OBG,Infertility,"['Infertility', 'Obstetric Complications']",llm,bilateral tubal block treatment,management,[],nishant-aipgmee,,,,,,,,
1494,2016,AIPGMEE,OBG,Prenatal Diagnosis,fetal karyotyping methods,"Fetal karyotyping can be done by all, EXCEPT?",Cordocentesis,Amniocentesis,CVS,Fetal skin biopsy,4,OBG,Prenatal Diagnosis,"['Prenatal Diagnosis', 'Obstetric Complications']",llm,fetal karyotyping techniques,investigation,[],nishant-aipgmee,,,,,,,,
1495,2016,AIPGMEE,OBG,Uterine Prolapse,vaginal mass reducible,"55 year old lady complaints of mass in the vagina, which is reducible & increases on defecation. The diagnosis is?",Rectal prolapse,Uterine prolapse,Cervical fibroid,Vaginal cancer,2,OBG,Uterine Prolapse,['Uterine prolapse'],llm,vaginal mass prolapse diagnosis,diagnosis,[],nishant-aipgmee,,,,,,,,
1496,2016,AIPGMEE,OBG,Uterine Prolapse,Moschowitz surgery,Moschowit's surgery is done for -,Cervical cancer,Fundal fibroids,Uterine prolapse,Enterocele prevention,4,OBG,Uterine Prolapse,['Uterine prolapse'],llm,Moschowitz surgery indication,management,[],nishant-aipgmee,,,,,,,,
1497,2016,AIPGMEE,OBG,Hirsutism,Ferriman-Gallwey score,Which of the following is used in quantifying hirsutism?,Bishop score,Rotterdam criteria,Ferriman-Gallwey score,All of the above,3,OBG,Hirsutism,['Hirsutism'],llm,hirsutism quantification tool,investigation,[],nishant-aipgmee,,,,,,,,
1498,2016,AIPGMEE,OBG,Maternal Cardiac Disease,most common heart disease,MC heart disease in pregnancy is ?,MS,AS,MR,WPW syndrome,1,OBG,Maternal Cardiac Disease,"['Maternal cardiac disease', 'Obstetric Complications', 'General Medicine']",llm,most common heart disease in pregnancy,diagnosis,['Medicine'],nishant-aipgmee,,,,,,,,
1499,2016,AIPGMEE,OBG,Labor & Delivery,cervical dilatation rate,Rate of cervical dilatation in primigravida is ?,0.8 cm/hour,1.2 cm/hour,1.5 cm/hour,2 cm/hour,1,OBG,Labor & Delivery,"['Labor & Delivery', 'Obstetric Complications', 'CNS Physiology']",llm,cervical dilation rate primigravida,other,['Physiology'],nishant-aipgmee,,,,,,,,
1500,2016,AIPGMEE,OBG,Pre-Eclampsia,complications,Complications of pre eclampsia are all except ?,Post datism,DIC,Blindness,None of the above,1,OBG,Pre-Eclampsia,"['Pre-eclampsia', 'Obstetric Complications', 'General Medicine']",llm,pre-eclampsia complications,other,['Medicine'],nishant-aipgmee,,,,,,,,
1501,2016,AIPGMEE,OBG,Preeclampsia,Lab monitoring,What is monitored in a patient of pre eclamsia ?,Uric acid,Platelet count,LFT,All of the above,4,OBG,Preeclampsia,['Preeclampsia'],llm,Preeclampsia monitoring,investigation,[],nishant-aipgmee,,,,,,,,
1502,2016,AIPGMEE,OBG,Postpartum Hemorrhage,Methylergometrine contraindications,Not an absolute contraindication for methylergometrine use is ?,Eclampsia,Heart disease,Rh incompatibility,After delivery of first baby in twin pregnancy,3,OBG,Postpartum Hemorrhage,['Postpartum hemorrhage'],llm,Methylergometrine contraindications,management,['Pharmacology'],nishant-aipgmee,,,,,,,,
